,leiden
vem-1,5
catp-5,3
K07E3.2,1
K07E3.9,3
K07E3.1,1
hlh-8,4
C02B8.12,5
frpr-1,5
C02B8.6,1
C02B8.7,9
C02B8.3,5
fbxc-38,3
C02B8.1,4
F22F1.2,5
hil-3,7
F22F1.3,3
C17H11.2,4
C17H11.1,2
C17H11.4,3
C17H11.5,4
C17H11.6,0
cdd-1,2
C47D2.1,5
K02A6.4,5
K02A6.1,5
K02A6.2,5
K02A6.3,0
M60.4,13
endu-2,3
kqt-2,2
M60.6,0
M60.7,2
cutl-29,0
ksr-1,1
fis-2,0
F13B9.2,2
F13B9.1,0
R09F10.3,1
ced-13,9
inx-5,1
R09F10.5,0
srh-11,14
R09F10.1,2
R09F10.8,1
F55E10.4,9
F55E10.5,5
drd-5,2
npr-28,3
F40B5.2,1
nep-15,6
tbc-18,2
F41D9.2,1
wrk-1,0
sulp-3,2
F08F1.9,3
F08F1.4,10
ced-8,0
spp-13,0
tag-123,0
tth-1,0
F08F1.3,2
kin-9,3
F16F9.1,2
dpy-6,6
F16F9.3,5
F16F9.4,2
mec-10,5
nhr-14,2
T01B10.5,1
grd-14,2
grd-4,10
H03E18.1,2
H03E18.2,2
C03G5.14,8
flp-5,7
nspc-1,9
nspc-3,6
nspc-7,10
sdha-1,0
D2021.4,4
dhhc-14,1
utx-1,0
jmjd-3.1,0
F18E9.4,14
F18E9.3,3
nlp-7,7
F18E9.7,8
F18E9.1,2
H35N09.2,4
H35N09.1,5
K01A12.4,2
K01A12.2,5
K01A12.3,2
stg-2,2
F12D9.2,8
rig-1,0
K09E2.2,5
K09E2.3,2
K09E2.1,5
frpr-8,2
jbts-14,7
F53A9.3,2
kreg-1,2
F53A9.1,8
F53A9.6,5
F53A9.7,3
F53A9.8,3
F53A9.9,3
tnt-2,13
EGAP4.1,13
M02D8.6,13
M02D8.3,0
M02D8.2,9
M02D8.7,5
asns-2,0
M02D8.5,5
zig-12,13
ZK721.4,8
ZK721.3,2
unc-27,13
chup-1,1
R04E5.7,2
R04E5.8,0
R04E5.9,0
cnnm-2,2
ifd-1,2
C28G1.5,2
C28G1.6,3
sec-15,0
C28G1.2,4
ubc-23,10
C28G1.10,6
C28G1.4,1
C06E2.5,1
C06E2.9,3
ins-9,9
ubc-22,2
C06E2.1,2
C06E2.2,3
C13E3.1,2
ensh-1,7
cyn-8,0
nlp-14,5
acs-22,2
dylt-2,7
trk-1,5
aexr-3,5
nmur-1,5
twk-18,13
C24A3.4,2
C24A3.2,0
C24A3.1,5
T25B6.4,5
T25B6.5,5
T25B6.6,3
T25B6.3,5
snf-12,3
nep-22,2
F47E1.3,2
F47E1.2,3
F47E1.4,4
F47E1.1,4
ajm-1,0
C25A11.2,1
C25A11.1,6
C25A11.10,3
B0563.6,2
B0563.5,3
tmbi-4,1
B0563.7,5
tsp-11,2
B0563.9,11
B0563.1,3
B0563.18,5
B0563.8,3
Y81B9A.2,12
Y81B9A.1,9
crb-3,2
C35B8.3,2
vav-1,0
col-175,3
lgc-4,2
gpa-12,3
pes-8,3
F18G5.5,6
F18G5.1,5
F18G5.6,2
B0416.5,0
B0416.10,5
B0416.4,5
B0416.3,2
gly-13,1
B0416.7,10
B0416.2,3
tmc-2,2
H29C22.1,9
ttr-38,9
npr-7,5
T20B5.2,3
apa-2,0
oga-1,1
flp-20,5
pkc-2,2
C23F12.4,0
C23F12.3,3
fln-2,1
B0272.4,2
B0272.3,1
tbb-4,7
memb-1,1
ZK899.1,2
ZK899.7,4
ZK899.2,7
ZK899.3,6
tba-8,3
ZK899.5,6
ZK899.6,4
gap-2,0
C07B5.2,3
C07B5.6,6
C07B5.3,5
C07B5.4,4
C07B5.8,5
nuc-1,0
F49E2.5,13
F49E2.1,2
F49E2.2,2
glb-17,7
gpx-5,7
gpx-3,2
del-8,4
C11E4.6,1
C11E4.7,10
C11E4.8,3
F34H10.1,9
F34H10.2,3
F34H10.3,1
F34H10.5,9
F34H10.4,5
aex-2,2
T14B1.1,7
C43C3.4,3
ifp-1,2
npr-18,5
dyf-7,7
F15G9.1,0
F15G9.2,6
F15G9.6,5
him-4,13
F15G9.5,2
T09B9.1,1
T09B9.3,5
slc-17.9,3
T09B9.4,1
T09B9.5,5
F36G3.1,2
F36G3.2,1
F36G3.3,3
lgc-47,7
dpy-22,0
rrc-1,2
ipla-2,2
vab-15,1
lec-8,7
lec-7,11
R07B1.11,5
scav-5,3
gst-36,2
R07B1.5,2
R07B1.6,2
R07B1.7,4
R07B1.13,4
R07B1.8,2
glo-1,3
R07B1.9,2
mrp-4,4
F21G4.1,4
F21G4.3,9
phf-34,1
F21G4.5,3
F21G4.6,1
folr-1,12
ugt-23,1
nra-3,1
tsp-21,0
C17G1.14,9
C17G1.5,7
nas-37,9
cysl-1,0
ZC506.1,0
pssy-1,0
mgl-1,2
F19C6.5,2
grk-1,0
F19C6.2,1
F19C6.3,5
F19C6.4,13
F42G10.1,5
mkk-4,1
sek-6,3
ZC374.2,7
gnrr-3,6
cbs-1,1
ZC373.2,10
ZC373.3,2
mlck-1,2
ZC373.5,1
dao-4,6
col-176,3
W07E11.1,0
flp-28,5
flp-3,5
flp-2,7
unc-58,0
moc-1,4
oac-14,3
unc-115,7
F09B9.5,5
erd-2,7
F09B9.4,13
tiar-3,2
C07A4.2,3
C07A4.3,10
ncs-4,13
myrf-2,0
arrd-28,5
nucb-1,0
sex-1,0
F44A6.3,3
F44A6.4,2
F44A6.5,2
C14H10.3,2
zipt-13,2
str-74,10
C14H10.2,0
C32A9.1,5
F41E7.2,4
F41E7.1,2
npr-6,5
fip-5,4
fipr-21,2
cnc-8,2
F41E7.6,5
F41E7.7,3
F41E7.9,2
R07E3.6,2
acl-5,1
R07E3.4,1
cut-5,2
R07E3.2,2
R07E3.1,2
R07E3.7,2
efhc-1,5
Y49A10A.2,0
rme-4,1
dyf-6,7
pkn-1,0
gur-3,3
ZC504.1,3
acr-8,2
cdk-11.2,1
mig-15,0
C39B10.3,2
C39B10.4,3
C39B10.5,5
lgc-41,5
C39B10.1,5
elt-4,4
C39B10.7,5
elt-2,2
C33D3.3,11
C33D3.5,5
vab-3,0
F14F3.4,4
mboa-7,1
git-1,0
F14F3.5,3
slcf-1,3
glo-3,4
F59F5.3,4
F59F5.4,3
F59F5.5,2
syd-2,0
F59F5.7,7
bet-2,0
nhx-5,1
F57C7.4,3
sdn-1,0
flp-19,7
abl-1,0
M79.2,4
daf-12,2
F13E6.2,7
F13E6.1,0
phf-31,2
yap-1,2
F13E6.5,1
rhgf-1,7
T01C1.4,2
mbr-1,2
egl-36,5
R07A4.2,7
R07A4.4,7
R07A4.3,3
sma-9,0
clc-4,6
vap-2,3
T05A10.6,3
plc-1,2
F31B12.4,4
frm-9,2
C05A9.2,0
pgp-5,6
pgp-8,5
pgp-7,5
pgp-6,4
T21E8.4,3
T21E8.6,4
T21E8.7,4
T21E8.5,4
F47B10.5,9
F47B10.4,6
F47B10.3,5
haly-1,1
suca-1,0
acbp-3,1
F47B10.8,7
F47B10.9,4
nstp-9,9
dgn-1,0
pho-7,3
T21B6.3,13
K09C8.7,3
pbo-4,2
nlp-19,5
K09C8.2,6
nas-10,12
lge-1,2
K09C8.9,2
K09C8.8,3
pxn-2,7
ver-4,4
ver-3,0
F59F3.6,7
col-177,2
del-5,3
ttr-31,3
F58A3.4,3
F58A3.3,3
egl-15,2
ldb-1,0
C09F12.3,3
clc-1,3
C09F12.2,2
lpr-3,7
lpr-6,7
lpr-5,7
lpr-4,7
apt-9,2
W04G3.5,1
W04G3.12,3
W04G3.10,3
W04G3.13,12
sulp-7,3
W04G3.7,9
W04G3.11,10
W02H3.3,5
W02H3.1,5
R08B4.4,8
grd-1,2
R08B4.5,7
R08B4.3,0
alr-1,0
C05C9.3,5
C05C9.2,5
C05C9.1,2
F13D2.1,4
gnrr-6,2
gnrr-7,3
C34F6.1,4
col-178,6
col-179,12
C34F6.11,2
hst-2,0
C34F6.5,1
C34F6.7,4
idh-2,1
C34F6.9,1
C34F6.12,8
C34F6.10,1
C03A3.1,0
C03A3.2,1
C03A3.3,5
ifa-1,2
F38B2.2,5
F38B2.6,3
F38B2.3,6
F38B2.4,0
inx-2,0
snrp-40.1,0
F08G12.3,2
F08G12.1,0
vhl-1,1
F08G12.5,2
F08G12.11,2
nlp-57,5
hizr-1,5
asm-2,5
ZK455.5,7
npr-9,5
gcy-9,7
aco-1,0
oct-2,2
pgp-3,3
pgp-4,4
ttyh-1,0
F42E11.3,1
tni-1,13
prmn-1,1
prx-12,4
slo-2,2
F08B12.4,0
pek-1,1
F46C3.2,3
F46C3.6,2
hum-4,1
F46C3.7,4
igeg-2,5
F48C5.2,7
lin-14,2
spp-9,8
spp-21,14
T25C12.3,2
F29G6.1,3
ccdc-149,0
hpo-34,2
sdc-2,0
C35C5.8,9
C35C5.9,5
gcp-2.3,8
selt-1.1,0
mig-2,0
C35C5.10,2
lev-8,2
trpp-9,1
frm-3,2
abts-2,8
F52D10.2,1
ftt-2,7
F52D10.4,5
sto-3,5
twk-44,5
Y71H9A.10,14
sto-6,2
sto-4,0
T04F8.8,4
cutl-11,5
T04F8.2,1
T04F8.3,2
sfxn-1.5,4
T04F8.6,1
T04F8.9,1
T04F8.7,2
hnd-1,7
C44C10.7,6
C44C10.5,2
C44C10.4,1
C44C10.3,10
C44C10.11,3
col-180,3
C44C10.9,2
D1053.4,2
gst-42,1
D1053.2,8
D1053.3,2
C40H5.7,10
C40H5.2,5
lact-7,4
ttx-3,7
Y102F5A.1,6
rsd-3,0
C34E11.4,4
C34E11.2,2
C34E11.7,6
tag-241,7
taf-7.1,1
F54F7.2,9
F54F7.3,9
xtr-1,5
F54F7.8,5
mes-1,4
F54F7.10,5
F54F7.6,4
Y62H9A.1,10
Y62H9A.4,6
Y62H9A.9,6
Y62H9A.11,9
Y62H9A.15,4
Y62H9A.13,5
Y62H9A.14,5
F55G7.1,10
dot-1.4,4
F55G7.5,9
nfya-1,1
lsd-1,1
T08D10.4,9
T08D10.3,8
T08D10.5,6
C49F5.8,3
C49F5.13,2
sams-1,1
ucr-2.1,0
set-6,1
nhr-167,5
C49F5.3,3
C49F5.5,6
C49F5.6,4
C49F5.7,8
sma-5,1
nmat-1,2
B0198.2,5
tsp-20,2
B0198.3,4
lgc-23,4
lgc-24,9
C15A7.2,1
W03G11.4,0
W03G11.3,7
col-181,3
W03G11.2,9
lgc-13,9
lgc-14,5
lgc-16,9
lgc-18,10
lyst-1,4
M153.3,2
M153.5,7
M153.1,2
M153.4,7
M153.2,6
F57G12.2,2
F57G12.1,0
cab-1,7
C23H4.8,5
C23H4.2,2
C23H4.7,3
C23H4.3,3
C23H4.4,4
C23H4.6,1
E01G6.3,4
E01G6.2,1
E01G6.1,2
otpl-8,10
C04B4.1,11
C04B4.2,10
C04B4.4,2
W06D11.1,4
W06D11.2,4
W06D11.3,3
phf-32,9
F17A2.4,9
xtr-2,5
ceh-40,4
F17A2.13,1
srd-40,8
srd-45,8
srd-46,9
srd-48,6
srd-44,12
zig-2,10
F42F12.14,10
F42F12.3,1
F42F12.4,4
nspc-14,8
F19H6.6,3
F19H6.5,8
F19H6.4,3
F19H6.3,10
glb-13,2
nekl-3,3
F17E5.2,1
lin-2,7
T24D3.2,3
med-1,8
T18D3.7,2
T18D3.6,2
T18D3.9,2
T18D3.1,1
odr-7,7
T18D3.5,2
cdf-2,1
myo-2,2
F45E6.1,5
atf-6,1
tbc-13,4
lips-1,5
sdz-19,3
scd-1,0
C16D6.1,6
npr-4,5
T24D5.3,10
T24D5.2,5
T24D5.5,8
T24D5.6,3
R09A8.9,4
R09A8.1,10
R09A8.2,3
tag-147,0
col-182,2
R09A8.5,2
zmp-5,7
H36L18.2,5
C02B4.4,7
nhr-17,1
adt-1,4
ugt-50,7
nhr-26,5
nhr-214,5
nhr-272,5
nhr-27,10
rgs-2,2
pgp-12,8
pgp-13,9
pgp-14,3
cept-1,10
alh-13,2
str-124,10
abf-5,6
abf-6,9
gei-3,5
C52G5.2,1
C52G5.3,9
chd-3,0
T14G8.2,2
T14G8.3,0
T14G8.4,3
bcat-1,2
gpc-1,2
pqn-18,2
C34E7.3,3
C34E7.4,7
C05E7.2,2
C05E7.1,2
C05E7.3,2
frpr-2,6
ppk-3,4
F11C1.10,5
F11C1.9,6
F11C1.4,5
scav-4,3
mff-1,0
F11C1.1,0
F11C1.7,0
F11C1.5,0
nhr-25,1
npr-10,2
C53C7.3,9
K03A11.1,2
K03A11.6,2
K03A11.5,2
cpx-2,3
ceh-28,3
K03A11.4,5
R03G8.3,3
R03G8.6,9
F17H10.1,1
F17H10.2,2
snx-17,0
F17H10.4,8
F09A5.2,5
ttr-34,2
F09A5.3,2
mob-2,0
nlp-3,5
cwp-5,9
gpa-6,5
unc-9,2
R12H7.4,4
asp-4,7
skr-20,0
skr-19,0
skr-21,0
bgnt-1.5,6
K08H2.2,6
K08H2.3,12
K08H2.4,1
hpl-1,0
K08H2.7,2
nhr-32,1
K08H2.10,3
K09A11.1,1
cyp-14A1,10
cyp-14A2,12
cyp-14A3,8
phf-33,3
R04D3.2,3
R04D3.4,4
R04D3.3,5
srd-36,5
srd-42,11
srd-43,9
srxa-8,3
F46G10.1,0
F46G10.2,2
sir-2.2,2
sir-2.3,3
F46G10.4,9
ptr-24,2
mxl-3,2
C49F8.1,2
gem-1,2
C49F8.3,2
irld-2,5
F02C12.3,4
F02C12.2,5
F02C12.1,2
cyp-13B1,1
C29F7.1,3
C29F7.2,2
C29F7.3,0
fkh-3,3
fkh-4,2
C29F7.10,3
jmjd-3.3,4
F02D10.6,3
flr-1,3
F02D10.3,8
col-183,9
tre-4,5
srd-50,5
srd-51,3
sad-1,0
H06A10.1,6
col-185,11
cdk-4,1
F18H3.1,1
pab-2,7
F18H3.4,1
acr-12,2
R01E6.5,9
cah-4,2
odr-1,5
glb-20,5
R01E6.2,2
R01E6.7,2
F54B11.11,5
F54B11.10,0
unc-84,0
col-9,9
col-44,2
F54B11.4,5
F54B11.5,1
bra-1,1
F54B11.7,6
F54B11.8,10
F54B11.9,10
nlp-53,2
Y12A6A.1,3
nlg-1,7
twk-20,3
acr-9,7
C40C9.4,10
C04A11.1,2
C04A11.5,9
C04A11.2,7
gck-4,1
adm-2,1
K02D3.1,4
K02D3.2,2
K11E4.1,5
K11E4.2,2
poml-1,2
K11E4.6,5
pix-1,1
nhr-71,2
aakb-1,2
F55F3.2,3
nkb-3,2
F55F3.4,9
ZK1086.3,9
obr-3,1
twk-23,5
F19D8.2,8
M03B6.1,5
M03B6.5,2
mct-3,2
M03B6.4,0
M03B6.3,2
hlb-1,0
sra-37,5
sra-38,9
sra-39,5
Y26E6A.3,2
Y26E6A.2,4
ekl-5,4
meg-2,3
meg-1,4
K02B9.3,8
elt-3,1
alg-1,0
syx-2,2
F48F7.3,4
pqn-39,1
F48F7.5,2
F48F7.6,0
arrd-24,10
C31E10.1,9
C31E10.4,11
C31E10.5,1
C31E10.6,1
cytb-5.1,0
tbc-19,2
C04C11.1,4
arrd-25,0
dyc-1,13
lgc-21,2
C33G3.4,1
C33G3.5,8
C33G3.6,1
F16B12.1,3
dsl-4,5
F16B12.4,1
F16B12.5,12
F16B12.6,1
F16B12.7,3
nhr-281,5
F28H6.7,5
F28H6.6,2
F28H6.4,1
F28H6.8,6
nkat-1,9
ceh-89,1
akt-2,2
ceh-90,4
lgc-25,2
vha-20,0
sym-4,0
idhb-1,0
C37E2.2,4
C37E2.3,9
ceh-36,7
ceh-37,7
K06G5.1,2
K06G5.3,5
cyp-13B2,2
K04C1.2,1
K04C1.3,1
mlc-6,3
K04C1.5,6
E02H4.6,3
E02H4.5,2
E02H4.7,3
E02H4.4,7
E02H4.8,12
del-1,2
E02H4.2,6
madd-3,0
C11H1.8,4
C11H1.5,6
C11H1.2,1
C11H1.3,1
prx-1,4
C11H1.9,1
C11H1.7,0
sel-7,2
K04G11.3,3
wdr-5.2,4
irk-3,5
Y60A9.3,6
Y60A9.1,12
frpr-17,2
fbxa-179,3
F23D12.10,4
F23D12.2,6
fipr-3,3
F23D12.11,3
F23D12.1,5
F23D12.3,5
F23D12.4,3
jmjd-3.2,0
F23D12.7,5
Y66C5A.1,7
M163.6,6
M163.7,3
M163.9,3
M163.10,5
M163.5,2
M163.11,4
gfi-3,1
M163.8,4
his-24,7
ztf-14,2
M163.1,0
fbxa-141,4
gcsh-1,3
D1025.10,4
D1025.1,1
nspc-16,8
nspc-17,9
nspc-19,5
nspc-20,9
T24C2.5,6
fbxa-81,2
T24C2.3,11
T24C2.2,4
ram-5,3
nhr-3,0
C44H4.4,1
lron-1,4
let-4,1
sym-1,0
tap-1,0
C44H4.8,5
C44H4.6,2
eor-2,1
rbc-1,0
F54E4.2,5
F54E4.3,0
F54E4.4,5
syg-2,0
C26G2.2,2
slt-1,2
csq-1,7
sox-3,2
hch-1,1
F40E10.5,0
F40E10.6,0
tag-53,0
F33C8.2,8
tsp-8,13
F33C8.4,5
C05G5.1,2
C05G5.7,3
C05G5.2,4
C05G5.3,0
sucl-1,0
C05G5.5,7
Y16B4A.2,2
unc-3,7
tatn-1,2
sprr-2,5
F42D1.4,8
atf-5,7
T04C10.3,5
epn-1,0
mbk-1,0
dpf-2,2
egrh-1,1
acd-3,3
C27C12.1,1
C27C12.4,0
dmd-4,1
C27C12.3,6
F31F6.2,6
sssh-1,2
flp-8,7
daf-6,2
nac-1,4
lips-8,5
hex-5,2
Y70D2A.1,12
ntr-2,5
mrp-5,1
pag-3,7
F45B8.3,2
rgs-10,4
rgs-11,1
F20D1.1,0
tbc-1,1
F20D1.3,0
emre-1,0
plp-2,4
rbg-1,1
iglr-1,2
cutl-3,7
F20D1.9,0
C18B12.6,0
C18B12.1,10
seb-3,2
dsc-1,2
C18B12.4,0
H03G16.6,6
H03G16.1,6
H03G16.5,2
fbxa-96,12
mam-6,3
H40L08.3,5
H40L08.2,1
H40L08.1,0
F09B12.5,2
flr-4,5
F09B12.7,4
F09B12.3,2
dhhc-1,1
mlt-9,2
R07D5.2,1
unc-7,2
C11G10.1,3
T10B10.8,2
T10B10.9,10
ocr-3,7
ucr-2.2,0
col-41,6
T10B10.3,1
T10B10.4,2
phat-6,3
snt-7,5
H03A11.1,1
H03A11.2,2
piki-1,1
F46F2.4,6
F46F2.3,3
F46F2.5,2
kin-20,1
jud-4,5
ser-2,7
nhr-91,0
glb-28,5
Y15E3A.3,5
Y15E3A.4,4
Y15E3A.5,1
nfki-1,2
C33A11.2,1
svh-5,2
psa-3,1
pqn-36,2
F39D8.3,2
nas-13,2
blos-8,0
flp-32,7
mocs-1,3
nkat-3,1
R03A10.5,2
sprr-1,5
C46E1.3,2
gcy-36,7
H13N06.2,3
gob-1,0
suox-1,4
tbh-1,5
H13N06.7,5
zipt-7.2,0
eat-20,1
olrn-1,1
lron-3,0
dyn-1,1
K09A9.6,13
gas-1,0
usp-33,1
K09A9.8,4
ent-2,0
rab-14,0
nipi-3,1
K09E9.3,1
erv-46,0
K09E9.1,2
K09E9.4,5
K09E9.7,5
H08J19.1,5
F59D12.5,1
F59D12.3,5
F59D12.1,2
F59D12.2,2
gpn-1,4
C03H12.1,1
ZK662.2,2
nhr-48,1
ZK662.6,3
ZK662.5,6
lin-15B,0
lin-15A,0
srg-64,8
nhr-255,5
ZK678.3,6
wrt-4,3
bus-17,2
Y7A5A.1,2
Y7A5A.2,2
Y7A5A.13,3
Y7A5A.3,11
Y7A5A.10,3
Y7A5A.6,4
Y7A5A.7,3
Y7A5A.8,6
Y7A5A.9,6
Y7A5A.20,6
acox-1.6,4
F59F4.2,0
F59F4.3,1
acl-1,1
F53H4.6,8
csb-1,4
F53H4.4,1
gmeb-2,2
F53H4.3,5
npr-33,3
F31B9.4,9
F31B9.2,9
F31B9.3,6
E03G2.1,5
mrp-3,3
mec-5,13
col-186,2
C09G1.5,7
C09G1.2,6
C09G1.3,10
C09G1.4,4
VB0395L.1,3
nhx-1,4
mboa-1,2
B0395.3,1
cpd-2,1
T27A8.7,6
T27A8.2,3
T27A8.5,6
col-187,7
C30F2.4,3
C30F2.2,7
C30F2.3,3
C30F2.5,2
ZK1073.2,2
ZK1073.1,0
F09C8.2,0
F09C8.1,3
R11.2,2
slc-25A21,4
R11.3,8
R11.4,4
F23A7.4,1
F23A7.8,1
F23A7.1,3
F23A7.3,3
F23A7.5,3
W10G6.1,8
W10G6.6,2
sgk-1,1
mua-6,2
ifa-3,1
sdc-1,1
F52E10.2,8
F52E10.4,4
twk-22,3
T01B4.3,2
C11G6.2,6
taf-3,0
nhr-28,4
ace-1,2
sur-7,1
let-2,7
F01G12.1,3
F01G12.18,2
eat-17,1
F38E9.6,2
F38E9.5,7
F38E9.4,6
nas-39,1
F38E9.1,4
cah-3,5
K05G3.1,5
T25D1.3,6
T25D1.2,3
T25D1.1,4
pat-9,7
osm-1,2
K08B5.2,2
K08B5.1,3
ser-1,3
cdh-9,1
F59C12.4,7
F59C12.3,0
ain-1,0
C06G1.2,0
C06G1.1,2
F43B10.1,2
tag-343,2
F22H10.3,2
F22H10.2,8
F22H10.11,5
F22H10.6,5
F22H10.1,3
lgc-53,5
hda-4,2
C10E2.2,2
C10E2.4,5
C10E2.1,9
mct-6,0
T01C8.3,5
T01C8.2,2
got-1.2,1
aak-2,0
mec-4,5
cas-1,0
sto-5,2
F41G4.4,3
F41G4.7,3
dyla-1,7
F41G4.8,2
T20F7.3,10
aakg-2,1
T20F7.1,0
acs-9,7
Y13C8A.1,4
Y13C8A.2,4
F39F10.3,4
F39F10.2,14
F39F10.4,0
C30E1.8,3
fbxb-114,7
C30E1.2,3
F52G3.3,8
F52G3.4,6
F52G3.1,0
F52G3.5,2
mbl-1,2
F35B3.4,3
ptrn-1,0
F35B3.7,1
C30G4.2,8
gcy-11,4
C30G4.4,4
irld-23,9
C08A9.10,10
C08A9.3,6
sod-3,3
C08A9.6,1
sdz-2,4
C08A9.8,3
C08A9.9,3
K09E3.5,4
K09E3.6,2
K09E3.7,6
cnp-3,4
T23C6.4,0
mdt-1.2,1
npr-21,2
sid-3,1
B0302.5,2
T08G2.2,3
acdh-10,0
acdh-7,0
rab-6.2,0
T25G12.6,3
dhs-30,1
T25G12.3,7
T25G12.11,7
T25G12.13,15
T25G12.2,8
T25G12.1,6
Y40C7B.4,6
Y40C7B.3,5
Y40C7B.1,8
C33E10.6,10
C33E10.8,1
C33E10.10,4
fbxa-120,4
C33E10.1,0
ptr-5,2
C53C11.5,2
C53C11.2,3
C53C11.1,4
F10D7.1,2
F10D7.2,1
F10D7.3,4
F10D7.10,3
F10D7.4,3
F10D7.5,1
vap-1,5
F11C7.2,5
F11C7.7,5
F11C7.6,9
crb-1,1
osm-11,4
pbo-6,3
C36E6.1,0
C36E6.8,3
C36E6.2,1
mlc-2,13
mlc-1,13
slc-17.1,0
ZK54.3,2
tps-1,1
npr-24,5
nhr-1,0
sup-10,13
F31A3.3,5
hlh-29,6
F31A3.5,1
frpr-7,1
F39B3.3,10
lec-9,0
C16H3.3,0
ncs-7,2
H18N23.2,4
tmem-218,7
nlp-6,5
T23E7.2,13
T23E7.6,4
cgt-2,3
H11L12.1,6
6R55.2,3
cTel55X.1,0
homt-1,1
nlp-40,5
rcor-1,1
sesn-1,1
Y74C9A.1,6
Y48G1C.12,1
pgs-1,1
Y48G1C.5,6
csk-1,1
Y48G1C.10,4
Y48G1C.6,2
Y48G1C.9,0
Y48G1C.1,4
Y48G1C.13,3
Y48G1C.8,0
rab-11.1,0
rpl-7,7
F53G12.9,2
F53G12.8,4
col-45,8
spe-8,6
mex-3,1
F53G12.4,7
duox-2,3
bli-3,1
ptr-11,2
F56C11.6,2
F56C11.5,0
F56C11.3,1
atm-1,1
Y48G1BL.7,5
snpc-3.3,3
Y48G1BL.8,4
Y48G1BM.6,4
Y48G1BM.7,6
snpc-3.2,3
Y48G1BR.1,3
C53D5.3,8
marc-4,0
ztf-3,0
C53D5.1,1
C53D5.5,0
imb-3,0
xpo-2,1
Y48G1A.4,1
daf-25,0
mbtr-1,4
Y48G1A.2,4
Y48G1A.1,4
rnp-8,4
R119.2,4
R119.3,1
pqn-59,0
taf-4,0
R119.5,1
otub-2,0
Y50C1A.2,2
C07F11.2,3
tol-1,0
W04C9.4,0
W04C9.5,3
cutl-13,2
W04C9.9,6
W04C9.6,3
W04C9.2,0
haf-4,2
Y65B4BL.3,3
Y65B4BL.4,3
deps-1,4
Y65B4BL.7,2
acs-13,1
Y65B4BL.6,0
Y65B4BL.1,1
psf-3,1
icd-2,0
wwp-1,0
ptr-21,1
lpr-1,1
Y65B4BR.1,5
ceh-9,7
grl-16,13
F56A6.5,6
F56A6.8,10
hum-7,13
eme-1,1
sago-2,10
Y65B4A.4,14
Y65B4A.6,1
vps-20,0
Y65B4A.2,2
Y65B4A.7,6
Y65B4A.1,1
Y65B4A.8,4
Y65B4A.9,6
Y18H1A.14,2
Y18H1A.11,2
hasp-2,6
Y18H1A.1,10
Y18H1A.4,0
Y18H1A.2,0
hgap-1,1
rec-1,4
pif-1,1
Y18H1A.15,6
Y18H1A.18,9
col-46,3
col-47,6
Y18H1A.9,2
Y18H1A.8,3
T06A4.3,2
T06A4.1,2
zfh-2,0
ZC123.1,2
ZC123.4,2
Y95B8A.8,4
pde-6,2
Y95B8A.6,2
him-19,4
gpa-16,4
Y95B8A.4,12
Y95B8A.12,2
Y95B8A.2,2
nas-30,2
mig-1,7
cutl-20,0
shc-1,1
hmbx-1,4
C54G6.3,5
C54G6.2,2
madf-6,3
spp-17,10
spp-23,14
mrpl-38,1
spd-1,1
Y34D9A.3,1
Y34D9A.7,4
glrx-10,0
Y34D9A.8,0
vps-4,1
npr-23,2
gsa-1,0
R06A10.1,2
R06A10.5,3
R06A10.4,2
ZK993.2,9
ZK993.5,11
ceh-45,7
Y48G8AL.10,1
aps-3,1
rpl-17,7
Y48G8AL.7,1
haf-6,1
smg-2,1
Y48G8AL.5,1
herc-1,2
Y48G8AL.16,3
Y48G8AL.12,2
Y48G8AL.13,1
Y48G8AL.15,2
grh-1,3
Y48G8AR.2,5
Y48G8AR.3,8
dapk-1,1
K12C11.3,4
K12C11.6,2
K12C11.7,4
smo-1,0
K12C11.1,2
Y92H12BL.1,4
Y92H12BL.5,2
Y92H12BL.4,4
Y92H12BM.1,1
Y92H12BR.7,4
set-29,1
Y92H12BR.2,0
Y92H12BR.3,1
mrpl-15,1
F37F2.2,1
spe-15,1
gst-25,3
F47G6.3,8
acs-16,13
dyb-1,0
Y92H12A.5,1
Y92H12A.4,4
Y92H12A.2,2
src-1,1
Y73E7A.3,0
cpx-1,2
Y73E7A.2,1
Y73E7A.6,1
adpr-1,3
bre-4,1
Y73E7A.1,1
Y73E7A.8,1
mab-20,7
Y71G12B.18,2
pqn-88,6
Y71G12B.33,10
Y71G12B.22,6
Y71G12B.17,2
Y71G12B.23,0
Y71G12B.35,1
drag-1,2
Y71G12B.31,2
ubc-3,0
lsm-6,1
Y71G12B.13,4
atg-5,0
tln-1,0
mppa-1,1
Y71G12B.10,4
lin-65,0
ddx-27,0
Y71G12B.25,2
Y71G12B.26,3
Y71G12B.6,1
Y71G12B.5,6
pghm-1,7
Y71G12B.3,12
Y71G12B.2,9
Y71G12B.30,4
chaf-2,1
C53H9.3,1
C53H9.2,1
rpl-27,7
egl-30,7
emr-1,1
nlp-12,7
tag-96,1
M01D7.9,6
scm-1,0
tub-2,1
Y71G12A.4,3
trpp-10,1
Y51F10.7,2
hex-4,1
Y51F10.4,1
spe-48,0
Y51F10.11,4
Y51F10.3,1
Y51F10.2,1
gap-3,4
crtc-1,2
Y20F4.4,1
Y20F4.8,1
Y37E3.1,0
rpb-10,0
moag-4,0
arl-13,7
